INSTNM	lon	lat	State
Brown Mackie College-Northern Kentucky	-84.5717126	39.0419305	KY
Somerset Community College	-84.61755047	37.05960611	KY
Southeast Kentucky Community and Technical College	-82.99486698	36.97134616	KY
The Southern Baptist Theological Seminary	-85.68765387	38.24822329	KY
Spalding University	-85.75885589	38.24155729	KY
Spencerian College-Louisville	-85.8212029	38.17609727	KY
Sullivan University	-85.67049386	38.21283129	KY
Thomas More College	-84.5689276	39.02297049	KY
Transylvania University	-84.4938875	38.05324331	KY
Trend Setters' Academy of Beauty Culture-Louisville	-85.8376639	38.14604127	KY
Kentucky Community and Technical College System	-84.72956457	38.0572103	KY
Union College	-83.88798624	36.8690731	KY
Western Kentucky University	-86.455903	36.98572501	KY
Central Louisiana Technical Community College	-92.44505031	31.25956561	LA
American School of Business	-93.72496971	32.41498079	LA
Ayers Career College	-93.79823573	32.41829679	LA
Baton Rouge General Medical Center-School of Nursing	-91.15277893	30.44973648	LA
Baton Rouge General Medical Center-School of Radiologic Technology	-91.15249393	30.44792548	LA
Baton Rouge School of Computers	-91.08084291	30.42216048	LA
Capital Area Technical College	-91.15541093	30.47759249	LA
Bossier Parish Community College	-93.6468877	32.53955682	LA
Cameron College	-90.08816362	29.96559142	LA
Centenary College of Louisiana	-93.73084072	32.48334081	LA
Cloyd's Beauty School 1 Inc	-92.12698329	32.49988287	LA
Crescent City Bartending School	-90.08668462	29.96684742	LA
D'Jay's Institute of Cosmetology and Esthiology	-91.0715739	30.46223749	LA
Delgado Community College	-90.10396762	29.98515442	LA
Delta School of Business and Technology	-93.21429147	30.22874837	LA
Demmons School of Beauty	-93.21953747	30.20253536	LA
Denham Springs Beauty School	-90.94477987	30.4846415	LA
Dillard University	-90.06464561	29.99659242	LA
Nunez Community College	-89.95888558	29.95419542	LA
Grambling State University	-92.71737345	32.52270786	LA
Guy's Shreveport Academy of Cosmetology Inc	-93.70551071	32.48350181	LA
ITI Technical College	-91.02608789	30.36782547	LA
John Jay Beauty College	-90.10788663	30.01949543	LA
John Jay Beauty College	-90.23033266	30.00734542	LA
Louisiana State University Health Sciences Center-New Orleans	-90.08315062	29.95727741	LA
Louisiana State University-Alexandria	-92.4144153	31.17862159	LA
Louisiana State University and Agricultural & Mechanical College	-91.17892693	30.41499148	LA
Louisiana State University-Eunice	-92.43452927	30.47329745	LA
Louisiana State University-Shreveport	-93.7037687	32.4287738	LA
Aveda Institute-Baton Rouge	-91.0538109	30.42555148	LA
Aveda Institute-Lafayette	-92.04209815	30.2061734	LA
Louisiana Academy of Beauty	-92.40895426	30.49511645	LA
Louisiana College	-92.42557331	31.32229162	LA
Opelousas School of Cosmetology	-92.07812718	30.53110947	LA
Louisiana Tech University	-92.64996943	32.52830286	LA
Loyola University New Orleans	-90.12042262	29.93614641	LA
McNeese State University	-93.21565446	30.18076736	LA
University of New Orleans	-90.06851161	30.02854443	LA
New Orleans Baptist Theological Seminary	-90.04393461	30.00511043	LA
Nicholls State University	-90.8015768	29.79449136	LA
University of Louisiana at Monroe	-92.07374628	32.52775388	LA
Northwest Louisiana Technical College	-93.2630266	32.58604285	LA
Notre Dame Seminary Graduate School of Theology	-90.11419062	29.95808241	LA
Northwestern State University of Louisiana	-93.09780351	31.75067169	LA
University of Holy Cross	-89.99706059	29.91254441	LA
Our Lady of the Lake College	-91.11045691	30.40019548	LA
Pat Goins Benton Road Beauty School	-93.71635671	32.51613781	LA
Celebrity Stylist Beauty School	-92.08535328	32.52121588	LA
Pat Goins Ruston Beauty School	-92.63969943	32.52802386	LA
Pineville Beauty School	-92.43115631	31.32565062	LA
Aveda Institute-Covington	-90.10422965	30.49405253	LA
Saint Joseph Seminary College	-90.11362665	30.52678354	LA
Vanguard College of Cosmetology-Slidell	-89.77854754	30.22806948	LA
South Louisiana Beauty College	-90.69628777	29.59274132	LA
Fletcher Technical Community College	-90.8110768	29.69100533	LA
Remington College-Lafayette Campus	-92.02379715	30.1686864	LA
Southern University-Board and System	-91.19663494	30.5215225	LA
SOWELA Technical Community College	-93.16252645	30.21733637	LA
Stevensons Academy of Hair Design	-90.05237461	29.94849441	LA
Southeastern Louisiana University	-90.46868174	30.51465752	LA
Southern University and A & M College	-91.19011094	30.5245635	LA
Southern University at New Orleans	-90.04438461	30.02669543	LA
Southern University at Shreveport	-93.83456575	32.54563782	LA
University of Louisiana at Lafayette	-92.01941615	30.21528841	LA
Northshore Technical Community College	-89.84528459	30.7591046	LA
Tulane University of Louisiana	-90.12041463	29.93970141	LA
Xavier University of Louisiana	-90.10731262	29.96416741	LA
South Central Louisiana Technical College	-91.19785391	29.69073332	LA
Kaplan University-Maine Campus	-70.32391542	43.63896494	ME
College of the Atlantic	-68.22151676	44.39526714	ME
Bates College	-70.20333341	44.10530802	ME
Beal College	-68.78542797	44.78647419	ME
Bowdoin College	-69.96394232	43.907143	ME
Maine College of Health Professions	-70.21732042	44.10046702	ME
Central Maine Community College	-70.23549842	44.13435503	ME
Colby College	-69.66337026	44.56422012	ME
Eastern Maine Community College	-68.74444996	44.8260572	ME
Kennebec Valley Community College	-69.61160924	44.59430113	ME
The Landing School	-70.50349847	43.38053188	ME
University of Maine at Augusta	-69.79639629	44.33775508	ME
University of Maine at Farmington	-70.14746943	44.66800913	ME
University of Maine at Fort Kent	-68.58836406	47.25031562	ME
University of Maine at Machias	-67.45653352	44.70990421	ME
University of Maine	-68.66933194	44.89926621	ME
University of Maine-System Central Office	-68.77172397	44.80190519	ME
Maine Maritime Academy	-68.80434696	44.38966312	ME
University of Maine at Presque Isle	-68.01634282	46.67229454	ME
University of New England	-70.38588243	43.4581809	ME
Northern Maine Community College	-68.03479583	46.69467754	ME
Empire Beauty School-Maine	-70.2581544	43.66789394	ME
Maine College of Art	-70.2619504	43.65368094	ME
Saint Joseph's College of Maine	-70.48348649	43.82651897	ME
Spa Tech Institute-Westbrook	-70.33533143	43.67659894	ME
Southern Maine Community College	-70.22809839	43.64734394	ME
University of Southern Maine	-70.27600241	43.66264594	ME
Thomas College	-69.66292325	44.52405512	ME
Unity College	-69.33227615	44.60317414	ME
Washington County Community College	-67.24330547	45.1655463	ME
Aaron's Academy of Beauty	-76.90199524	38.61136373	MD
Aesthetics Institute of Cosmetology	-77.20296136	39.15252683	MD
Allegany College of Maryland	-78.72976887	39.65266587	MD
Anne Arundel Community College	-76.51222514	39.04982084	MD
Brightwood College-Towson	-76.57243618	39.4018299	MD
Award Beauty School	-77.72028555	39.64045091	MD
Baltimore Studio of Hair Design	-76.62003619	39.29347988	MD
Baltimore City Community College	-76.6628802	39.31998588	MD
University of Baltimore	-76.61659319	39.30584188	MD
Bowie State University	-76.75972322	39.01819282	MD
Capitol Technology University	-76.85141525	39.04705482	MD
Cecil College	-75.955951	39.64223298	MD
College of Southern Maryland	-77.00933027	38.55965572	MD
Chesapeake College	-76.08367	38.95220083	MD
Washington Adventist University	-77.00131229	38.98721381	MD
Coppin State University	-76.6585492	39.31079388	MD
Delmarva Beauty Academy	-75.59993481	38.33869972	MD
North American Trade Schools	-76.74936423	39.30951088	MD
Frederick Community College	-77.41785145	39.45224888	MD
Frostburg State University	-78.93387393	39.65151686	MD
Garrett College	-79.34327005	39.56066583	MD
Goucher College	-76.59484519	39.41018291	MD
Kaplan University-Hagerstown Campus	-77.72248756	39.67300091	MD
Hagerstown Community College	-77.66738154	39.63101691	MD
Harford Community College	-76.2818031	39.56135495	MD
Hood College	-77.41928445	39.42191588	MD
Howard Community College	-76.87843226	39.21157685	MD
The Colorlab Academy of Hair	-76.34992912	39.53194094	MD
Johns Hopkins University	-76.62159719	39.32898489	MD
L'Academie de Cuisine	-77.19020436	39.11822582	MD
Lincoln College of Technology-Columbia	-76.83646525	39.17468085	MD
Loyola University Maryland	-76.62187419	39.34636589	MD
Maryland Beauty Academy	-76.82213526	39.45820191	MD
University of Maryland-University College	-76.95410627	38.98630681	MD
"University of Maryland, Baltimore"	-76.62498319	39.29173788	MD
University of Maryland-Baltimore County	-76.71160922	39.25669387	MD
University of Maryland-College Park	-76.94472327	38.98818581	MD
Maryland Institute College of Art	-76.62103519	39.30879988	MD
University of Maryland Eastern Shore	-75.68685383	38.20739369	MD
Fortis Institute-Towson	-76.60459519	39.4032789	MD
Montgomery Beauty School	-77.00196829	38.99962981	MD
Montgomery College	-77.15929235	39.09866382	MD
Morgan State University	-76.58424018	39.34424289	MD
Mount St Mary's University	-77.35222244	39.68063993	MD
Ner Israel Rabbinical College	-76.75180124	39.38777889	MD
Hair Academy Inc-New Carrollton	-76.86946925	38.9562128	MD
Notre Dame of Maryland University	-76.61970319	39.35131489	MD
Prince George's Community College	-76.82415923	38.88850279	MD
Brightwood College-Baltimore	-76.6656132	39.26069787	MD
Robert Paul Academy of Cosmetology Arts & Sciences	-76.6249852	39.44480791	MD
Maryland Beauty Academy of Essex	-76.50921515	39.29844789	MD
Salisbury University	-75.60570682	38.34545472	MD
St Mary's College of Maryland	-76.42570806	38.18862266	MD
Sojourner-Douglass College	-76.59819318	39.29634088	MD
St John's College	-76.49139913	38.98152082	MD
Brightwood College-Beltsville	-76.91337027	39.04565382	MD
Towson University	-76.61116619	39.3936299	MD
Maryland University of Integrative Health	-76.88802726	39.16587984	MD
University System of Maryland	-76.60548118	39.28608488	MD
United States Naval Academy	-76.48169413	38.98051482	MD
Stevenson University	-76.70124922	39.4212719	MD
Washington College	-76.06878201	39.21733689	MD
McDaniel College	-77.00166433	39.58488692	MD
Wor-Wic Community College	-75.49966078	38.37373073	MD
Hult International Business School	-71.07064559	42.36997667	MA
New England College of Business and Finance	-71.05667159	42.35362767	MA
American International College	-72.55850807	42.11271658	MA
Amherst College	-72.51849407	42.37246763	MA
Andover Newton Theological School	-71.18894363	42.32486066	MA
Anna Maria College	-71.91896187	42.33055864	MA
Assabet Valley Regional Technical School	-71.56526176	42.36834866	MA
Assumption College	-71.82838784	42.29544364	MA
Babson College	-71.26558565	42.29996666	MA
Bancroft School of Massage Therapy	-71.77877382	42.26931863	MA
Boston Baptist College	-71.1103006	42.25404565	MA
Bay Path University	-72.58397507	42.05537256	MA
Bay State College	-71.0769566	42.35197367	MA
Bay State School of Technology	-71.1134556	42.17951464	MA
Becker College	-71.81189583	42.26918863	MA
Bentley University	-71.22014865	42.38880667	MA
Berklee College of Music	-71.0870306	42.34690367	MA
Berkshire Community College	-73.31884434	42.46088562	MA
Empire Beauty School-Boston	-71.06252959	42.35475267	MA
Boston Architectural College	-71.0858516	42.34867867	MA
Boston Graduate School of Psychoanalysis Inc	-71.13302561	42.33948967	MA
Boston College	-71.17148863	42.33769667	MA
The Boston Conservatory	-71.0901426	42.34615767	MA
Boston University	-71.0998406	42.34958967	MA
Brandeis University	-71.25471666	42.36495567	MA
Bridgewater State University	-70.97455354	41.98749861	MA
Bristol Community College	-71.12026357	41.72134555	MA
Signature Healthcare Brockton Hospital School of Nursing	-70.99141555	42.08736862	MA
Bunker Hill Community College	-71.06926359	42.37481468	MA
Cambridge College	-71.11084061	42.36920167	MA
Cape Cod Community College	-70.33733432	41.69192857	MA
Catherine Hinds Institute of Esthetics	-71.13710062	42.4926907	MA
Laboure College	-71.05827958	42.26087465	MA
Clark University	-71.82353784	42.25107263	MA
Conway School of Landscape Design	-72.68692013	42.50632165	MA
Curry College	-71.1165396	42.23806965	MA
Lincoln Technical Institute-Somerville	-71.0821066	42.39170168	MA
Dean College	-71.39900369	42.08497861	MA
Diman Regional Technical Institute	-71.12474257	41.69986554	MA
National Aviation Academy of New England	-71.3872447	42.46217268	MA
Eastern Nazarene College	-71.01123857	42.27122266	MA
Emerson College	-71.06538459	42.35221067	MA
Emmanuel College	-71.1036346	42.34061067	MA
Endicott College	-70.84072953	42.55418572	MA
Episcopal Divinity School	-71.12551861	42.37656667	MA
Rob Roy Academy-Fall River	-71.15766459	41.69891354	MA
Fisher College	-71.0741256	42.35526167	MA
Fitchburg State University	-71.78935484	42.58935369	MA
Framingham State University	-71.43717571	42.29729765	MA
Benjamin Franklin Institute of Technology	-71.07023159	42.34603167	MA
Gordon College	-70.81913352	42.58818172	MA
Gordon-Conwell Theological Seminary	-70.84638754	42.61348373	MA
Greenfield Community College	-72.63097912	42.59952967	MA
Hallmark Institute of Photography	-72.52982009	42.58939767	MA
Hampshire College	-72.53147007	42.32586062	MA
Harvard University	-71.11831361	42.37447967	MA
Hebrew College	-71.19052563	42.32640866	MA
Hellenic College-Holy Cross Greek Orthodox School of Theology	-71.12941861	42.31702666	MA
College of the Holy Cross	-71.80862783	42.23895063	MA
Holyoke Community College	-72.6506841	42.19551159	MA
Kay Harvey Academy of Hair Design	-72.62250909	42.10585057	MA
La Baron Hairdressing Academy-Brockton	-71.05965657	42.05208161	MA
La Baron Hairdressing Academy-New Bedford	-70.92931451	41.63406454	MA
Lasell College	-71.24373865	42.34272066	MA
Lawrence Memorial Hospital School of Nursing	-71.11084861	42.42559868	MA
Lesley University	-71.11560161	42.37843767	MA
Longy School of Music of Bard College	-71.12347961	42.37866568	MA
Lowell Academy Hairstyling Institute	-71.30809769	42.64368872	MA
University of Massachusetts-Lowell	-71.3250817	42.65372872	MA
Mansfield Beauty Schools-Springfield	-72.59147108	42.10372857	MA
Mansfield Beauty Schools-Quincy	-71.00312957	42.24486065	MA
University of Massachusetts-Amherst	-72.52672907	42.38600763	MA
University of Massachusetts-Boston	-71.03686558	42.31288966	MA
Massachusetts Bay Community College	-71.26400465	42.31270566	MA
MCPHS University	-71.1009646	42.33704467	MA
University of Massachusetts-Central Office	-71.06076159	42.35849867	MA
Massachusetts College of Art and Design	-71.0992756	42.33687067	MA
Massachusetts Institute of Technology	-71.0921156	42.36010367	MA
Massachusetts Maritime Academy	-70.62395341	41.74054657	MA
University of Massachusetts Medical School Worcester	-71.76068982	42.27759763	MA
William James College	-71.20325663	42.29500366	MA
Massachusetts School of Barbering	-71.00189157	42.24746565	MA
Massasoit Community College	-70.98979955	42.07507862	MA
Merrimack College	-71.12421663	42.66836073	MA
MGH Institute of Health Professions	-71.05400259	42.37502668	MA
Middlesex Community College	-71.27493167	42.5243367	MA
Montserrat College of Art	-70.87641954	42.55042472	MA
Mount Holyoke College	-72.57362608	42.2575966	MA
Mount Ida College	-71.19317563	42.29353366	MA
Mount Wachusett Community College	-71.98414991	42.59315969	MA
Cortiva Institute-Boston	-71.19074863	42.36166467	MA
School of the Museum of Fine Arts at Tufts University	-71.0965566	42.33851367	MA
Rob Roy Academy-New Bedford	-70.92518751	41.67192955	MA
The New England Conservatory of Music	-71.0863216	42.34100667	MA
New England College of Optometry	-71.0865216	42.35166467	MA
New England School of Acupuncture	-71.80080883	42.26396563	MA
New England Law-Boston	-71.06650059	42.35084167	MA
New England School of Photography	-71.0970056	42.34918767	MA
Newbury College	-71.14208262	42.33104067	MA
Nichols College	-71.93028386	42.04404158	MA
Massachusetts College of Liberal Arts	-73.10281828	42.69136967	MA
North Bennet Street School	-71.05452059	42.36279867	MA
North Shore Community College	-70.96804457	42.59011172	MA
The New England Institute of Art	-71.11565461	42.33208767	MA
Northeastern University	-71.0887826	42.34000067	MA
Northern Essex Community College	-71.04747561	42.79615676	MA
College of Our Lady of the Elms	-72.60154208	42.14179858	MA
Pine Manor College	-71.15697362	42.31957666	MA
Pope St John XXIII National Seminary	-71.31105967	42.33941666	MA
Quincy College	-71.00347657	42.25242465	MA
Quinsigamond Community College	-71.79503083	42.31379864	MA
Regis College	-71.30912667	42.35111366	MA
Roxbury Community College	-71.0954906	42.32925767	MA
Saint John's Seminary	-71.16199862	42.34415467	MA
Salem State University	-70.88932154	42.50288771	MA
Salter College-West Boylston	-71.78791583	42.35067065	MA
Simmons College	-71.0999676	42.33930867	MA
Bard College at Simon's Rock	-73.38000934	42.20924957	MA
Smith College	-72.63809811	42.31811961	MA
Southeastern Technical Institute	-71.08126358	42.01129661	MA
Springfield College	-72.55675207	42.10158458	MA
Springfield Technical Community College	-72.58159907	42.10840158	MA
University of Massachusetts-Dartmouth	-71.00552853	41.62886953	MA
Stonehill College	-71.08063258	42.05905862	MA
Suffolk University	-71.06178859	42.35895267	MA
Rob Roy Academy-Taunton	-71.09187158	41.90192559	MA
Tufts University	-71.12031661	42.40847368	MA
Wellesley College	-71.30660567	42.29156265	MA
Wentworth Institute of Technology	-71.0949836	42.33664067	MA
Western New England University	-72.51879005	42.11584558	MA
Westfield State University	-72.79567415	42.13159757	MA
Wheaton College	-71.18416761	41.96682159	MA
Wheelock College	-71.10582061	42.34251167	MA
Williams College	-73.20313331	42.71273367	MA
Worcester Polytechnic Institute	-71.80879283	42.27507563	MA
Worcester State University	-71.84401984	42.26754263	MA
Adrian College	-84.05995168	41.89845705	MI
Albion College	-84.74609292	42.24461107	MI
Hillsdale Beauty College	-84.63164386	41.91907102	MI
Northwestern Technological Institute	-83.23836548	42.46927819	MI
Alma College	-84.67007801	43.37924427	MI
Alpena Community College	-83.44507381	45.08165562	MI
Andrews University	-86.35582038	41.96386694	MI
Aquinas College	-85.62617126	42.96045715	MI
Baker College	-83.69468367	42.97477225	MI
Bay de Noc Community College	-87.08071402	45.76972252	MI
Bayshire Academy of Beauty Craft Inc	-83.88906879	43.59949935	MI
Cadillac Institute of Cosmetology	-85.40068933	44.25135138	MI
Calvin College	-85.58755325	42.92992415	MI
Calvin Theological Seminary	-85.58735925	42.92992815	MI
Carnegie Institute	-83.11880545	42.53889821	MI
Michigan School of Professional Psychology	-83.35957952	42.49143519	MI
Central Michigan University	-84.77525507	43.5912113	MI
Mott Community College	-83.67243467	43.01994926	MI
Empire Beauty School-Michigan	-85.62615727	43.02940616	MI
Cleary University	-83.87999169	42.58664618	MI
Concordia University-Ann Arbor	-83.6826806	42.27473113	MI
Cranbrook Academy of Art	-83.2512445	42.56872421	MI
College for Creative Studies	-83.06235642	42.36184718	MI
Davenport University	-85.52966022	42.84972114	MI
David Pressley School of Cosmetology	-83.14601246	42.4797372	MI
Delta College	-83.98594782	43.55949934	MI
Detroit Business Institute-Downriver	-83.18921144	42.16997314	MI
Michigan State University-College of Law	-84.47352489	42.72574117	MI
MIAT College of Technology	-83.44551153	42.28633215	MI
University of Detroit Mercy	-83.13837345	42.41717619	MI
Dorsey Business Schools-Madison Heights	-83.10763545	42.52532621	MI
Dorsey Business Schools-Southgate	-83.21600945	42.21323815	MI
Eastern Michigan University	-83.62441958	42.24600413	MI
Creative Hair School of Cosmetology	-83.73630469	43.07265227	MI
Ferris State University	-85.48351429	43.68747228	MI
Flint Institute of Barbering Inc	-83.73911469	43.02734726	MI
Glen Oaks Community College	-85.49693412	41.89251197	MI
Kettering University	-83.71436068	43.01312026	MI
Gogebic Community College	-90.16559905	46.47190142	MI
Grace Bible College	-85.69208228	42.91954914	MI
Cornerstone University	-85.59560725	42.97905215	MI
Grand Rapids Community College	-85.66657627	42.96641615	MI
Grand Valley State University	-85.88752434	42.96521614	MI
Great Lakes Christian College	-84.63871894	42.75425717	MI
Henry Ford College	-83.23841347	42.32458516	MI
Hillsdale College	-84.63319986	41.93369002	MI
Hope College	-86.10538139	42.78806009	MI
ITT Technical Institute-Wyoming	-85.71452928	42.85479213	MI
Jackson College	-84.40394681	42.16483808	MI
Kalamazoo College	-85.60132219	42.29039004	MI
Kalamazoo Valley Community College	-85.6821492	42.22595602	MI
Kellogg Community College	-85.17730406	42.33546207	MI
Kirtland Community College	-84.41339305	44.49076147	MI
Michigan College of Beauty-Monroe	-83.40700948	41.90702208	MI
Lake Michigan College	-86.3934504	42.09728396	MI
Lake Superior State University	-84.36550526	46.49174479	MI
Lansing Community College	-84.55220591	42.73910717	MI
Lawrence Technological University	-83.25003449	42.47408019	MI
M J Murphy Beauty College of Mount Pleasant	-84.77939307	43.6048703	MI
Macomb Community College	-82.97373441	42.50704721	MI
Madonna University	-83.40731053	42.38647117	MI
Marygrove College	-83.15411345	42.41442318	MI
Rochester College	-83.14496347	42.66752923	MI
University of Michigan-Ann Arbor	-83.74277362	42.27592913	MI
Michigan Barber School Inc	-83.12888744	42.36503118	MI
Michigan State University	-84.47611589	42.73212817	MI
Michigan Technological University	-88.54640965	47.11830863	MI
University of Michigan-Dearborn	-83.23142147	42.31729516	MI
University of Michigan-Flint	-83.68847867	43.01878526	MI
Mid Michigan Community College	-84.7637201	43.96959437	MI
Monroe County Community College	-83.47027851	41.91617808	MI
Montcalm Community College	-85.09967513	43.25215523	MI
Mr Bela's School of Cosmetology Inc	-83.06590543	42.4906982	MI
Muskegon Community College	-86.19638946	43.25033717	MI
Everest Institute-Southfield	-83.26049049	42.44749318	MI
North Central Michigan College	-84.95270331	45.36053258	MI
Northern Michigan University	-87.40386322	46.55804562	MI
Paul Mitchell the School-Escanaba	-87.06948802	45.76685652	MI
Northwestern Michigan College	-85.58181344	44.76761645	MI
Northwood University	-84.27628092	43.62900434	MI
Oakland Community College	-83.2447915	42.59544921	MI
Oakland University	-83.2164225	42.67458123	MI
Olivet College	-84.922869	42.4409161	MI
Port Huron Cosmetology College	-83.39862856	42.70068522	MI
Kuyper College	-85.59266226	43.02195816	MI
Ross Medical Education Center-Lansing	-84.60581193	42.74186317	MI
Ross Medical Education Center-Madison Heights	-83.10769645	42.5081972	MI
Ross Medical Education Center-Flint	-83.75175569	42.98645025	MI
Sacred Heart Major Seminary	-83.11168644	42.37525618	MI
Saginaw Valley State University	-83.96427781	43.51176833	MI
Schoolcraft College	-83.43096254	42.41928717	MI
Siena Heights University	-84.01514867	41.90596005	MI
St Clair County Community College	-82.42872128	42.97950232	MI
Southwestern Michigan College	-86.0829463	41.96518695	MI
Specs Howard School of Media Arts	-83.23931348	42.45925319	MI
Spring Arbor University	-84.55192286	42.20624108	MI
Michigan Career and Technical Institute	-85.51705418	42.50460708	MI
Finlandia University	-88.58939867	47.12709862	MI
Western Michigan University-Thomas M. Cooley Law School	-84.55443391	42.73100817	MI
Twin City Beauty College	-86.47762843	42.07214595	MI
Walsh College of Accountancy and Business Administration	-83.14720147	42.57389621	MI
Washtenaw Community College	-83.6649326	42.26331913	MI
Wayne County Community College District	-83.05553142	42.32652317	MI
Wayne State University	-83.07286842	42.35861818	MI
West Shore Community College	-86.33612759	44.00852028	MI
Paul Mitchell the School-Grand Rapids	-85.59661025	42.91071514	MI
Western Michigan University	-85.61512519	42.28259703	MI
Western Theological Seminary	-86.10190239	42.78623509	MI
Wright Beauty Academy	-85.19659007	42.30816406	MI
Academy College	-93.29981674	44.85572997	MN
Alexandria Technical & Community College	-95.37237748	45.87311497	MN
American Indian OIC Inc	-93.24617374	44.96200099	MN
Anoka Technical College	-93.41596283	45.21633902	MN
Anoka-Ramsey Community College	-93.3517048	45.17298602	MN
Augsburg College	-93.24142574	44.96564399	MN
Riverland Community College	-93.0010625	43.67678582	MN
Northwest Technical College	-94.85399358	47.45266022	MN
Bemidji State University	-94.87453759	47.48251322	MN
Bethany Lutheran College	-93.99075185	44.16649282	MN
Bethel University	-93.15930273	45.05709901	MN
Bethel Seminary-St Paul	-93.15979373	45.05878301	MN
Central Lakes College-Brainerd	-94.21524822	46.34601412	MN
Carleton College	-93.15466965	44.46231193	MN
Concordia College at Moorhead	-96.76749903	46.86248999	MN
Concordia University-Saint Paul	-93.15528872	44.950458	MN
Dakota County Technical College	-93.07935367	44.73893697	MN
Martin Luther College	-94.47343	44.30460781	MN
Lake Superior College	-92.14526269	46.78467933	MN
Cosmetology Careers Unlimited College of Hair Skin and Nails	-92.09972867	46.78574033	MN
Duluth Business University	-92.15738669	46.74289632	MN
Minnesota State Community and Technical College	-96.09696975	46.28810997	MN
Globe University-Woodbury	-92.94115265	44.94666401	MN
Minnesota West Community and Technical College	-95.56171737	44.80755781	MN
Gustavus Adolphus College	-93.97193586	44.32497585	MN
Hamline University	-93.16399072	44.965704	MN
Hazelden Betty Ford Graduate School of Addiction Studies	-92.79669467	45.37790408	MN
Hennepin Technical College	-93.39776281	45.096542	MN
Cosmetology Careers Unlimited College of Hair Skin and Nails	-92.92352502	47.41989836	MN
Hibbing Community College	-92.92106002	47.42228336	MN
Aveda Institute-Minneapolis	-93.25370975	44.987871	MN
Inver Hills Community College	-93.05526267	44.82860699	MN
Itasca Community College	-93.49449116	47.24247729	MN
The Art Institutes International-Minnesota	-93.27653475	44.97589199	MN
Luther Seminary	-93.19676173	44.984823	MN
Macalester College	-93.16986272	44.93671699	MN
South Central College	-94.04741786	44.17433382	MN
Minnesota State University-Mankato	-93.99945785	44.14671982	MN
Regency Beauty Institute-Blaine	-93.23613477	45.17581802	MN
Mayo Clinic School of Medicine	-92.4664244	44.02081591	MN
Mayo Clinic School of Health Sciences	-92.4666524	44.02279191	MN
Argosy University-Twin Cities	-93.17387871	44.83729198	MN
Mesabi Range College	-92.54909592	47.5245624	MN
Metropolitan State University	-93.07436869	44.957264	MN
University of Minnesota-Twin Cities	-93.23535974	44.977894	MN
University of Minnesota-Crookston	-96.60987214	47.80202912	MN
Minneapolis Business College	-93.17335873	45.00528	MN
Minneapolis College of Art and Design	-93.27470175	44.95699599	MN
Minneapolis Community and Technical College	-93.28449676	44.97267999	MN
Herzing University-Minneapolis	-93.36650579	45.056281	MN
Minnesota School of Cosmetology-Woodbury Campus	-92.97390966	44.92512801	MN
Crossroads College	-92.4763044	43.9970719	MN
University of Minnesota-Duluth	-92.08439267	46.81713434	MN
University of Minnesota-Morris	-95.90176458	45.58983689	MN
Minnesota School of Business-Richfield	-93.29737375	44.86544397	MN
Model College of Hair Design	-94.15922209	45.55847701	MN
Minnesota State University Moorhead	-96.76338503	46.86648999	MN
North Hennepin Community College	-93.3736698	45.107416	MN
National American University-Roseville	-93.16266673	45.00945101	MN
Sanford-Brown College-Mendota Heights	-93.16387971	44.86486798	MN
Normandale Community College	-93.33168475	44.82971397	MN
North Central University	-93.26143675	44.96939699	MN
Northland Community and Technical College	-96.16237108	48.1249632	MN
University of Northwestern-St Paul	-93.17158673	45.03297701	MN
Northwestern Health Sciences University	-93.31122575	44.85097797	MN
Oak Hills Christian College	-94.90170959	47.42584421	MN
Regency Beauty Institute-Burnsville	-93.28904773	44.74416496	MN
Pine Technical & Community College	-92.96829078	45.81867513	MN
Rainy River Community College	-93.43161136	48.59000948	MN
Rochester Community and Technical College	-92.42353538	44.01618491	MN
College of Saint Benedict	-94.31989613	45.5618	MN
St Cloud Technical and Community College	-94.1769461	45.58034901	MN
Regency Beauty Institute-St Cloud	-94.2162841	45.54863901	MN
Saint Cloud State University	-94.15300809	45.55242601	MN
Saint Johns University	-94.39362916	45.580083	MN
Saint Mary's University of Minnesota	-91.69665918	44.04532996	MN
St Olaf College	-93.18364066	44.46289192	MN
Crown College	-93.74302287	44.88537995	MN
The College of Saint Scholastica	-92.10574568	46.81544834	MN
University of St Thomas	-93.18942972	44.94166999	MN
Empire Beauty School-Bloomington	-93.28737474	44.82746797	MN
St Catherine University	-93.18193272	44.92454999	MN
Rasmussen College-Minnesota	-94.2062621	45.54812501	MN
Saint Paul College	-93.1096717	44.949208	MN
Southwest Minnesota State University	-95.75983838	44.45503074	MN
Summit Academy Opportunities Industrialization Center	-93.29515876	44.98327299	MN
United Theological Seminary of the Twin Cities	-93.22498475	45.05714701	MN
Vermilion Community College	-91.83794577	47.90522151	MN
Dunwoody College of Technology	-93.29007676	44.97308899	MN
Ridgewater College	-95.07306228	45.13832789	MN
Minnesota State College Southeast	-91.61832115	44.02456196	MN
Winona State University	-91.64373016	44.04616696	MN
Mitchell Hamline School of Law	-93.13771671	44.9421	MN
Century College	-92.98211668	45.04182402	MN
Alcorn State University	-91.14285999	31.87722179	MS
Belhaven University	-90.16923375	32.31842091	MS
Blue Mountain College	-89.02924557	34.67209644	MS
Chris Beauty College	-89.07706836	30.38356654	MS
Coahoma Community College	-90.57030997	34.25563229	MS
Antonelli College-Jackson	-90.12297574	32.32892392	MS
